"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0010639","negative regulation of organelle organization","67/2359","403/23210",3.74458526664325e-05,0.000339109365952202,0.000211884019074628,"Met/Plk1/Stmn1/Nek2/Bub1/Nupr1/Ier3/Cenpe/Ndc80/Ttk/H1f5/Stil/Fbxo5/Tmem67/Bub1b/Aurkb/Add3/Tbc1d4/Ccnb1/Mad2l1/Ckap2/S1pr1/Top2a/Arhgap6/Tspo/Psmd10/H1f1/Mcm2/Birc5/Lmna/Pml/Src/Gen1/Atad2/Osm/Chek1/Npm1/Eps8/Bnip3/Bbs4/Acaa2/Gsn/Sgk1/Trim37/Mllt6/Fh1/Anapc15/H1f3/Lima1/Kank2/Camsap1/Hgf/Chmp4b/Plekhh2/Mid1ip1/Coro1b/Ctc1/H3f3b/Mtm1/H3f3a/Slc25a5/Prkn/Atg5/Tubb4a/Flcn/Dnmt1/Kat2b",67
"BP","GO:0007076","mitotic chromosome condensation","8/2359","15/23210",3.75410302068096e-05,0.000339109365952202,0.000211884019074628,"Nusap1/Ncaph/Ncapg/Smc4/Smc2/Ncapd3/Cdca5/Ncapd2",8
"BP","GO:0060330","regulation of response to interferon-gamma","8/2359","15/23210",3.75410302068096e-05,0.000339109365952202,0.000211884019074628,"Socs1/Irgm1/Irgm2/Parp14/Pparg/Parp9/Ptpn2/Arg1",8
"BP","GO:0060334","regulation of interferon-gamma-mediated signaling pathway","8/2359","15/23210",3.75410302068096e-05,0.000339109365952202,0.000211884019074628,"Socs1/Irgm1/Irgm2/Parp14/Pparg/Parp9/Ptpn2/Arg1",8
"BP","GO:0002719","negative regulation of cytokine production involved in immune response","10/2359","23/23210",3.795604802925e-05,0.00034052068269839,0.000212765845100075,"Slamf1/Tnf/Irak3/Hfe/Hmox1/Il10/Bcl6/Ifnb1/Vsir/Arg1",10
"BP","GO:0002827","positive regulation of T-helper 1 type immune response","10/2359","23/23210",3.795604802925e-05,0.00034052068269839,0.000212765845100075,"Il1r1/Il1b/Il23r/Ripk2/Irf1/Anxa1/Il12b/Ccr2/Slc11a1/Arid5a",10
"BP","GO:0046890","regulation of lipid biosynthetic process","35/2359","170/23210",3.80290992212557e-05,0.00034052068269839,0.000212765845100075,"Ptgs2/C3/Tnf/Fabp3/Adora2b/Nr1h3/Igfbp7/Il1a/Il1b/Tspo/Anxa1/Dgat2/Idh1/Htr2a/Pla2g4a/Fdps/Stard4/Rest/Sorbs1/Dhcr7/Cdk4/Dab2/Por/Eif6/Dbi/Mid1ip1/Elovl5/Capn2/Scap/Abcd2/Nr3c1/Htr2b/Rdh10/Lpgat1/Atp1a1",35
"BP","GO:0006220","pyrimidine nucleotide metabolic process","12/2359","32/23210",3.8116701508308e-05,0.00034052068269839,0.000212765845100075,"Cmpk2/Upp1/Nme3/Dctd/Nme4/Dtymk/Ak3/Uprt/Nme2/Tyms/Uck2/Nt5m",12
"BP","GO:0009262","deoxyribonucleotide metabolic process","12/2359","32/23210",3.8116701508308e-05,0.00034052068269839,0.000212765845100075,"Cmpk2/Rrm2/Rrm1/Pnp/Dctd/Samhd1/Dtymk/Ak2/Ak3/Tyms/Adk/Nt5m",12
"BP","GO:0045577","regulation of B cell differentiation","12/2359","32/23210",3.8116701508308e-05,0.00034052068269839,0.000212765845100075,"Mmp14/Zfp36l1/Il2rg/Pnp/Syk/Zfp36l2/Id2/Hmgb3/Ppp2r3c/Atp11c/Prdm1/Slamf8",12
"BP","GO:1904646","cellular response to amyloid-beta","12/2359","32/23210",3.8116701508308e-05,0.00034052068269839,0.000212765845100075,"Trem2/Icam1/Casp4/Adrb2/Lrp1/Cacna1a/Cacnb1/Cd36/Atp1a3/Fcgr2b/Epha4/Psen1",12
"BP","GO:0071901","negative regulation of protein serine/threonine kinase activity","26/2359","111/23210",3.81500897836959e-05,0.00034052068269839,0.000212765845100075,"Plk1/Rgs2/Tnfaip3/Il1b/Irak3/Cdkn2c/Dusp1/Lrp5/Dusp16/Dusp8/Prkar2b/Hhex/Ptpn22/Cd300a/Lrp6/Dusp3/Dusp4/Prkar2a/Uchl1/Ptpn1/Dusp2/Pycard/Dab2ip/Lyn/Cdkn1a/Kat2b",26
"BP","GO:0052547","regulation of peptidase activity","68/2359","411/23210",3.84499349062068e-05,0.000342688605030726,0.000214120417232069,"Ptgs2/Il6/Antxr1/Jak2/Gas6/Malt1/Tnf/Nod1/Adora2a/Timp2/Tnfsf10/Timp1/Serpinb9/Cst7/Thbs1/Fas/Birc3/Tnfsf15/Stat1/Bcl2a1d/Naip1/Tank/Serpinb2/Myc/Pparg/Serpinb6a/Ripk2/Casp4/Nlrc4/Birc5/Rffl/Psmb9/Pml/Src/Mefv/Dhcr24/Psme2/Naip2/Syk/Ift57/Slc11a2/Mdm2/Rest/Nlrp1b/Psmb8/Ctsh/Gsn/Stat3/Serpinb6b/Serpina3g/Casp1/Serpinb6c/Por/Hgf/Nr4a1/Hip1/Bak1/Serpinb1a/Epha4/Pycard/Aifm1/Serpine1/Vsir/Mical1/Serpinb9b/Lyn/Cyfip2/Birc2",68
"BP","GO:0009201","ribonucleoside triphosphate biosynthetic process","32/2359","150/23210",3.88142851799311e-05,0.000344881162365641,0.000215490381930239,"Nupr1/Ier3/Trem2/Myc/Entpd1/Nme3/Slc25a13/Slc2a6/Hk2/Htr2a/Pnp/Impdh2/Eno2/Prkag2/Nme4/Atp5g2/Hif1a/Stat3/Eif6/Ak3/Ak4/Nme2/Pid1/Prxl2c/Hk1/Pgk1/Tpi1/Khk/Psen1/Prkn/Pgam1/Flcn",32
"BP","GO:0014013","regulation of gliogenesis","32/2359","150/23210",3.88142851799311e-05,0.000344881162365641,0.000215490381930239,"Il6/Tnf/Tnfrsf1b/Trf/Cxcr4/Fas/Gpr183/Il1b/Trem2/Csf1/Myc/Pparg/Tspo/P2ry12/Dicer1/Idh2/Lta/Lrp1/Ptpra/Etv5/Prpf19/Id2/Ccr2/Stap1/Clcf1/Ppp1cc/Epha4/Notch1/Rtn4/Tiam1/Lyn/Mecp2",32
"BP","GO:0043393","regulation of protein binding","45/2359","240/23210",3.88679235511809e-05,0.000344881162365641,0.000215490381930239,"Met/Lox/Plk1/Stmn1/Rapgef2/Ifit2/Mef2c/Aurkb/Traf2/Myc/Ripk2/Aurka/Psen2/Src/Adrb2/Hfe/Lfng/Aplp2/Camk1/Agrn/Dtx3l/Mitd1/Lrp1/Rpl11/Il10/Csf3/Cd36/Dab2/Ica1/Ddx11/Lrpap1/Plcl2/Arhgef7/Ticam1/Bak1/Epha4/Dab2ip/Crmp1/Tmem173/Tiam1/Crbn/Styx/Psen1/Prkn/Mecp2",45
"BP","GO:0030888","regulation of B cell proliferation","19/2359","69/23210",3.96216328630376e-05,0.000350020181063192,0.000218701369431806,"Cd38/Bst1/Cd40/Mef2c/Peli1/Gpr183/Tfrc/Vav3/Slc39a10/Il10/Cd300a/Bcl6/Fcgr2b/Clcf1/Ticam1/Nfatc2/Prdm1/Lyn/Cdkn1a",19
"BP","GO:0032637","interleukin-8 production","19/2359","69/23210",3.96216328630376e-05,0.000350020181063192,0.000218701369431806,"Nos2/Tnf/Nod1/Ddx58/Il1b/Ddit3/Nod2/Bcl3/Tlr5/Anxa1/Tlr1/Tlr3/Syk/Ptpn22/Mapkbp1/C5ar2/Myd88/Pycard/Serpine1",19
"BP","GO:0033047","regulation of mitotic sister chromatid segregation","19/2359","69/23210",3.96216328630376e-05,0.000350020181063192,0.000218701369431806,"Plk1/Bub1/Cenpe/Ndc80/Ttk/Stil/Fbxo5/Bub1b/Aurkb/Ccnb1/Mad2l1/Birc5/Cdc6/Gen1/Anapc15/Tacc3/Cit/Numa1/Anapc11",19
"BP","GO:0009411","response to UV","30/2359","137/23210",3.9916975012165e-05,0.000352112201866839,0.000220008516389012,"Crip1/Pbk/N4bp1/Pclaf/Zranb3/Aurkb/Brca2/Dtl/Bcl3/Pml/Il12b/Dcun1d3/Chek1/Polh/Npm1/Sde2/Rad18/Hmgn1/Pcna/Bak1/Tmem161a/Rhbdd1/Pold1/Msh6/Pik3r1/Tipin/Msh2/Xpc/Cdkn1a/Casp7",30
"BP","GO:0006364","rRNA processing","39/2359","198/23210",4.04551908654145e-05,0.000354631446911953,0.000221582603744853,"Isg20/Rpl10a/Suv39h1/Rps21/Rcl1/Rps17/Rps16/Rpl5/Rpl35a/Rps14/Rpl7/Npm1/Zcchc4/Rps19/Rps7/Rpl11/Gm1818/Rbfa/Tsr1/Rpl35/Exosc8/Rps15/Rps6/Rpl7a/Rps28/Riok3/Tfb2m/Pwp2/Nop10/Srfbp1/Fbl/Dis3/Rpl27/Rpp40/Wdr18/Ddx24/Wdr12/Npm3/Ncl",39
"BP","GO:0002717","positive regulation of natural killer cell mediated immunity","13/2359","37/23210",4.0678325564307e-05,0.000354631446911953,0.000221582603744853,"Rasgrp1/Pvr/Slamf6/Ulbp1/Nectin2/Sh2d1b1/H2-T23/Il12b/Cadm1/Lag3/Vav1/H2-M3/Sh2d1b2",13
"BP","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","13/2359","37/23210",4.0678325564307e-05,0.000354631446911953,0.000221582603744853,"Rasgrp1/Pvr/Slamf6/Ulbp1/Nectin2/Sh2d1b1/H2-T23/Il12b/Cadm1/Lag3/Vav1/H2-M3/Sh2d1b2",13
"BP","GO:1902622","regulation of neutrophil migration","14/2359","42/23210",4.0713886169289e-05,0.000354631446911953,0.000221582603744853,"Bst1/Edn1/Il1r1/Il1a/Il1b/Nod2/Ptger3/Rac2/C1qbp/Sell/C5ar2/Myd88/Rtn4/Slamf8",14
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","14/2359","42/23210",4.0713886169289e-05,0.000354631446911953,0.000221582603744853,"Plk1/Bub1/Cenpe/Ndc80/Ttk/Stil/Fbxo5/Bub1b/Aurkb/Ccnb1/Mad2l1/Birc5/Gen1/Anapc15",14
"BP","GO:0002710","negative regulation of T cell mediated immunity","9/2359","19/23210",4.07331000359308e-05,0.000354631446911953,0.000221582603744853,"Slamf1/Nod2/Dusp22/Hfe/Ifnb1/H2-M3/Spn/Vsir/Arg1",9
"BP","GO:0002726","positive regulation of T cell cytokine production","9/2359","19/23210",4.07331000359308e-05,0.000354631446911953,0.000221582603744853,"Il6/Rsad2/Malt1/Tnfsf4/Il1r1/Il1b/Traf2/Traf6/Arid5a",9
"BP","GO:0032695","negative regulation of interleukin-12 production","9/2359","19/23210",4.07331000359308e-05,0.000354631446911953,0.000221582603744853,"Slamf1/Thbs1/Acp5/Irak3/Nod2/Mefv/C1qbp/Il10/Cmklr1",9
"BP","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","9/2359","19/23210",4.07331000359308e-05,0.000354631446911953,0.000221582603744853,"Serpinb9/Havcr2/Lgals9/Tap1/Sh2d1b1/H2-T23/H2-M3/Tap2/Sh2d1b2",9
"BP","GO:0051303","establishment of chromosome localization","20/2359","75/23210",4.15781201750076e-05,0.00036146527597232,0.000225852551178813,"Gem/Kif2c/Nuf2/Majin/Cenpe/Ndc80/Spag5/Kif14/Ccnb1/Brca2/Birc5/Cdca8/Kif18a/Cenpf/Fam83d/Cenpq/Cdca5/Kif22/Chmp4b/Numa1",20
"BP","GO:0046128","purine ribonucleoside metabolic process","17/2359","58/23210",4.1774375863123e-05,0.000362647395660243,0.000226591169145914,"Enpp4/Nt5c3/Nme3/Acpp/Gamt/Hprt/Pnp/Impdh2/Nme4/Mocs1/Ampd3/Ak3/Adal/Ak4/Nme2/Mocs2/Adk",17
"BP","GO:0051480","regulation of cytosolic calcium ion concentration","63/2359","374/23210",4.22557533716332e-05,0.000366297712224417,0.000228871978295316,"Cd38/Cxcl10/Fpr1/Cxcl13/Jak2/Edn1/Ccrl2/Gpr35/Cxcr4/Il1b/Tmem64/Cxcl3/Lpar6/S1pr1/Ero1l/Ddit3/Tgm2/P2ry1/Lpar1/Cxcl2/Gpr18/Marcksl1/Adra1a/Gna15/Pml/P2ry2/Kdr/Adrb2/Htr2a/Ptger3/Tmem178/Myo5a/Cd4/Cacnb3/Cxcl1/Akap6/Lrp1/Cacna1a/Ptgir/Cd36/Lrp6/Gtf2i/Ccr2/Ccl3/F2rl2/Dbi/Ptk2b/Cmklr1/Slc8b1/Ptger2/C5ar2/Bak1/Dlg4/Chrna10/Cxcr3/Slc35g1/Prkce/Trpv4/Htr2b/Atg5/Lyn/Gna13/Ccr6",63
"BP","GO:0044106","cellular amine metabolic process","21/2359","81/23210",4.25991045805495e-05,0.000368742752743289,0.000230399700805971,"Slc7a11/Gde1/Sms/Napepld/Epas1/Hprt/Cacna1a/Comt/Kmo/Atp7a/Vhl/Nr4a2/Hnmt/Hdc/Fh1/Naaa/Smox/Srm/Prkn/Mecp2/Fshr",21
"BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","16/2359","53/23210",4.68344292197198e-05,0.000403661785366525,0.000252217986342361,"Plk1/Bub1/Cenpe/Ndc80/Ttk/Stil/Fbxo5/Bub1b/Aurkb/Ccnb1/Mad2l1/Birc5/Cdc6/Gen1/Anapc15/Anapc11",16
"BP","GO:1904705","regulation of vascular smooth muscle cell proliferation","16/2359","53/23210",4.68344292197198e-05,0.000403661785366525,0.000252217986342361,"Hpgd/Sod2/Jak2/Edn1/Tnf/Mef2c/Pparg/Pdcd4/Hmox1/Nqo2/Nr4a3/Mdm2/Il10/Dnmt1/Cdkn1a/Pak1",16
"BP","GO:1990874","vascular smooth muscle cell proliferation","16/2359","53/23210",4.68344292197198e-05,0.000403661785366525,0.000252217986342361,"Hpgd/Sod2/Jak2/Edn1/Tnf/Mef2c/Pparg/Pdcd4/Hmox1/Nqo2/Nr4a3/Mdm2/Il10/Dnmt1/Cdkn1a/Pak1",16
"BP","GO:0002440","production of molecular mediator of immune response","59/2359","345/23210",4.69494781579282e-05,0.00040407447868111,0.0002524758474542,"Il6/Slamf1/Batf/Rsad2/Gas6/Malt1/Tnf/Tnfrsf1b/Cd40/Tnfsf4/Tnfaip3/Ddx58/Cd28/Il1r1/Fas/Il1b/Irak3/Tfrc/Traf2/Nod2/Fgl2/Il4ra/Tlr3/H2-T23/Hfe/Hmox1/Il12b/Ptpn22/Nr4a3/Samhd1/Gprc5b/Trim6/Il10/Cd36/Bcl6/Ifnb1/Polm/Polq/Ccr2/Fcgr2b/Clcf1/Ticam1/Traf6/Slc11a1/H2-M3/Arid5a/Rif1/Msh6/Hk1/Parp3/Rtn4/Vsir/Trem1/Msh2/Aplf/Arg1/Atg5/Dnajb9/Ccr6",59
"BP","GO:0002507","tolerance induction","11/2359","28/23210",4.85188200768845e-05,0.000415796611940936,0.000259800129696438,"Acod1/Tnfaip3/Cd274/Irak3/Havcr2/Tgfbr2/H2-T23/Cd86/Phlpp1/H2-M3/Lyn",11
"BP","GO:0043032","positive regulation of macrophage activation","11/2359","28/23210",4.85188200768845e-05,0.000415796611940936,0.000259800129696438,"Thbs1/Trem2/Havcr2/Lgals9/Ulbp1/Il4ra/Il1rl1/Ctsc/Il10/Cebpa/Stap1",11
"BP","GO:0051984","positive regulation of chromosome segregation","11/2359","28/23210",4.85188200768845e-05,0.000415796611940936,0.000259800129696438,"Cenpe/Ccnb1/Cdc6/Sgo2a/Fen1/Rad18/Ddx11/Rcc2/Numa1/Sfpq/Anapc11",11
"BP","GO:0008015","blood circulation","77/2359","484/23210",4.85939653795896e-05,0.00041584821582306,0.000259832373093531,"Nos2/Ptgs2/Cd38/Met/Sod2/Jak2/Gas6/Edn1/Rgs2/Tnf/Ptgs1/Adora2b/Adora2a/Ier3/Pde5a/Cxcr4/Gch1/Zc3h12a/Add3/Stat1/Agtrap/Hrh2/Pparg/P2ry1/Icam1/Pde4b/Ptprm/Epas1/Lrp5/Adra1a/Ptpro/P2ry2/Psen2/Kdr/Adrb2/Htr2a/Hmox1/Kcne3/Agrn/Ccl4/Ptger3/Emp2/Mdm2/Akap6/Bbs4/Nampt/Klk1b4/Hif1a/Cd36/Dock4/Atp1a3/Id2/Fli1/Klk1b11/Alox5/Ptger2/S100a1/Acvrl1/Klk1b1/Nup155/Vegfb/Scn3b/Pik3r1/Trpv4/Per2/Tbxas1/Slc6a4/Gclm/Nr3c1/Htr2b/Kcnk6/Atg5/Smad6/Atp1a1/Kat2b/Mecp2/Fshr",77
"BP","GO:0032886","regulation of microtubule-based process","44/2359","235/23210",4.87727036057202e-05,0.000416784921721609,0.000260417650382815,"Met/Plk1/Stmn1/Nek2/Kif11/Bora/Stil/Tmem67/Dst/Spag5/Ckap2/Hspa1a/Ttc21b/Ccsap/Gen1/Tpx2/Ska3/Agrn/Kif18a/Chek1/Npm1/Bbs4/Ska2/Sgk1/Trim37/Tacc2/Alms1/Hsph1/Tacc3/Smc1a/Camsap1/Chmp4b/Mid1ip1/Klhl42/Poc1a/Trpv4/Parp3/Numa1/Smc3/Cdk2ap2/Tubb4a/Kat2b/Pak1/Mecp2",44
"BP","GO:0050000","chromosome localization","20/2359","76/23210",5.10887149792692e-05,0.000435927558725506,0.000272378449084684,"Gem/Kif2c/Nuf2/Majin/Cenpe/Ndc80/Spag5/Kif14/Ccnb1/Brca2/Birc5/Cdca8/Kif18a/Cenpf/Fam83d/Cenpq/Cdca5/Kif22/Chmp4b/Numa1",20
"BP","GO:0038066","p38MAPK cascade","15/2359","48/23210",5.13751062394256e-05,0.000435927558725506,0.000272378449084684,"Met/Gadd45b/Il1b/Zc3h12a/Zfp36l1/Dusp1/Ptpn22/Ezr/Hsph1/Zfp36/Hgf/Phlpp1/Dab2ip/Rell1/Gadd45g",15
"BP","GO:0043303","mast cell degranulation","15/2359","48/23210",5.13751062394256e-05,0.000435927558725506,0.000272378449084684,"Rasgrp1/Adora2b/Fgr/Il4ra/Hmox1/Syk/Stxbp1/Rac2/Nr4a3/Cd300a/D6Wsu163e/Rabgef1/Unc13d/Milr1/Lyn",15
"BP","GO:0045910","negative regulation of DNA recombination","15/2359","48/23210",5.13751062394256e-05,0.000435927558725506,0.000272378449084684,"H1f5/Zranb3/Blm/H1f1/Parpbp/Radx/Rad18/Bcl6/H1f3/Polq/Rif1/Msh6/Parp3/Msh2/Fancb",15
"BP","GO:0050873","brown fat cell differentiation","15/2359","48/23210",5.13751062394256e-05,0.000435927558725506,0.000272378449084684,"Ptgs2/Rgs2/Itga6/Cebpb/Plac8/Ero1l/Pparg/Napepld/Sh2b2/Adrb2/Bnip3/Cebpa/Nudt7/Trpv4/Zbtb7b",15
"BP","GO:0009116","nucleoside metabolic process","22/2359","88/23210",5.16576888870358e-05,0.000437707966682264,0.000273490892536108,"Enpp4/Nt5c3/Upp1/Nme3/Acpp/Gamt/Hprt/Pnp/Impdh2/Nme4/Prps2/Mocs1/Ampd3/Ak3/Uprt/Adal/Ak4/Nme2/Mocs2/Uck2/Adk/Tk1",22
"BP","GO:0042254","ribosome biogenesis","52/2359","294/23210",5.24779988624438e-05,0.000444033250571676,0.00027744308821939,"Isg20/Rpl3/Rpl10a/Suv39h1/Rps21/Rcl1/Rpsa/Rps17/Rps16/Rpl5/Rpl35a/Rps14/Rpl7/Rpl38/Npm1/Zcchc4/Rps19/Rps7/Rpl11/C1qbp/Gm1818/Rbfa/Tsr1/Rpl6/Mrpl10/Rpl35/Exosc8/Rps15/Rps6/Rpl7a/Eif2a/Eif6/Rps28/Riok3/Tfb2m/Riox1/Rps25/Pwp2/Nop10/Srfbp1/Fbl/Cebpz/Dis3/Rpl27/Rpp40/Wdr18/Rplp0/Ddx24/Wdr12/Rps10/Npm3/Ncl",52
"BP","GO:0009167","purine ribonucleoside monophosphate metabolic process","49/2359","272/23210",5.28170128579853e-05,0.000445933219179974,0.00027863023615826,"Nupr1/Cdk1/Ier3/Trem2/Ccnb1/Myc/Entpd1/Slc25a13/Tspo/Paics/Shmt2/Slc2a6/Hk2/Htr2a/Hprt/Impdh2/Eno2/Prkag2/Atp7a/Enpp1/Prps2/Ppat/Atp5g2/Atpif1/Hif1a/Ak2/Stat3/Fam20c/Eif6/Ampd3/Ak3/Chchd10/Ak4/Ndufs8/Cox4i1/Pid1/Prxl2c/Slc25a23/Hk1/Pgk1/Msh2/Tpi1/Cox6a2/Khk/Psen1/Prkn/Pgam1/Flcn/Mecp2",49
"BP","GO:0050817","coagulation","33/2359","159/23210",5.28507954247543e-05,0.000445933219179974,0.00027863023615826,"Procr/C3/Gas6/Plau/Slc7a11/Pdpn/Enpp4/Pros1/F10/Thbs1/Gp6/Entpd1/Cd9/P2ry1/P2ry12/Thbd/Stxbp3/Psen2/Adrb2/Syk/Ptger3/Stxbp1/F13a1/Vkorc1/Cd36/Plek/Pf4/F2rl2/Serpine1/Psen1/Lyn/Gna13/Fermt3",33
"BP","GO:0043434","response to peptide hormone","56/2359","324/23210",5.35806398555787e-05,0.00045145816438538,0.000282082360200901,"Socs3/Jak2/Socs1/Stat2/Il1b/Stat1/Zfp36l1/Tbc1d4/Agtrap/Pparg/Lpin1/Egr2/Gatm/Irf1/Pde3b/Stxbp3/Anxa1/Sh2b2/Src/Myo5a/Nr4a3/Socs2/Bcar1/Enpp1/C1qtnf12/Nucks1/Ptpra/Nr4a2/Dennd4c/Sorbs1/Sgk1/Cdk4/Stat3/Serpina3g/Uchl3/H2afz/Car2/Eif6/Nr4a1/Lpl/Pid1/Akt3/Ptpn1/Cdk2/Scap/Cpeb1/Pik3r1/Pld1/Trpv4/Ptpn2/Zbtb7b/Khk/Kat2b/Pak1/Sort1/C2cd5",56
"BP","GO:0032660","regulation of interleukin-17 production","12/2359","33/23210",5.43770873974012e-05,0.000456889047182634,0.000285475711696736,"Il6/Tnfsf4/Arg2/Slamf6/Nod2/Osm/Il12b/Ly9/Il15/Myd88/Arid5a/Vsir",12
"BP","GO:0034142","toll-like receptor 4 signaling pathway","12/2359","33/23210",5.43770873974012e-05,0.000456889047182634,0.000285475711696736,"Acod1/Nfkbia/Nr1h3/Peli1/Ripk2/Ptpn22/Ticam2/Lrrfip2/Prkce/Dab2ip/Wdfy1/Lyn",12
"BP","GO:0043277","apoptotic cell clearance","14/2359","43/23210",5.47536672500042e-05,0.000458133605251773,0.000286253342727128,"Marco/C3/Gas6/Nr1h3/Xkr8/Thbs1/Trem2/Tgm2/Ccl2/Cd300lf/Lrp1/Cd36/Ccr2/C2",14
"BP","GO:0048246","macrophage chemotaxis","14/2359","43/23210",5.47536672500042e-05,0.000458133605251773,0.000286253342727128,"Ccl5/Slamf1/Gpr35/Thbs1/Csf1/Ccl12/Nup85/Ccl2/Stap1/Ccl3/Ptk2b/Cmklr1/Trpv4/Slamf8",14
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","14/2359","43/23210",5.47536672500042e-05,0.000458133605251773,0.000286253342727128,"Plk1/Bub1/Cenpe/Ndc80/Ttk/Stil/Fbxo5/Bub1b/Aurkb/Ccnb1/Mad2l1/Birc5/Gen1/Anapc15",14
"BP","GO:0035457","cellular response to interferon-alpha","7/2359","12/23210",5.54094267978512e-05,0.00046233441278207,0.00028887811240985,"Ifit1/Gas6/Ifit2/Ifit3/Myc/Ifi204/Ifnar1",7
"BP","GO:0045625","regulation of T-helper 1 cell differentiation","7/2359","12/23210",5.54094267978512e-05,0.00046233441278207,0.00028887811240985,"Il27/Tnfsf4/Ripk2/Irf1/Il4ra/Anxa1/Ccr2",7
"BP","GO:0001953","negative regulation of cell-matrix adhesion","13/2359","38/23210",5.61045383043843e-05,0.000466839422460825,0.000291692955208498,"Mmp14/Thbs1/Arhgap6/Mmp12/Dusp22/Src/Lrp1/Bcl6/Acvrl1/Rasa1/Rcc2/Pik3r1/Serpine1",13
"BP","GO:0045622","regulation of T-helper cell differentiation","13/2359","38/23210",5.61045383043843e-05,0.000466839422460825,0.000291692955208498,"Il6/Malt1/Il27/Tnfsf4/Zc3h12a/Nfkbiz/Ripk2/Irf1/Il4ra/Anxa1/Bcl6/Ccr2/Zbtb7b",13
"BP","GO:0031638","zymogen activation","18/2359","65/23210",5.78407477458577e-05,0.000480621461932431,0.000300304318407179,"Mmp14/Plau/C1rl/Thbs1/Ripk2/Dhcr24/Klk1b4/C1ra/Ctsh/Klk1b11/Bak1/Klk1b1/Pycard/Pgk1/Serpine1/Vsir/Plgrkt/Cyfip2",18
"BP","GO:0009126","purine nucleoside monophosphate metabolic process","49/2359","273/23210",5.81310696121998e-05,0.000482367606602751,0.000301395353299696,"Nupr1/Cdk1/Ier3/Trem2/Ccnb1/Myc/Entpd1/Slc25a13/Tspo/Paics/Shmt2/Slc2a6/Hk2/Htr2a/Hprt/Impdh2/Eno2/Prkag2/Atp7a/Enpp1/Prps2/Ppat/Atp5g2/Atpif1/Hif1a/Ak2/Stat3/Fam20c/Eif6/Ampd3/Ak3/Chchd10/Ak4/Ndufs8/Cox4i1/Pid1/Prxl2c/Slc25a23/Hk1/Pgk1/Msh2/Tpi1/Cox6a2/Khk/Psen1/Prkn/Pgam1/Flcn/Mecp2",49
"BP","GO:0010950","positive regulation of endopeptidase activity","32/2359","153/23210",5.82624511086766e-05,0.000482791881363358,0.000301660450788871,"Jak2/Malt1/Tnf/Nod1/Tnfsf10/Fas/Tnfsf15/Stat1/Myc/Pparg/Ripk2/Casp4/Nlrc4/Pml/Mefv/Psme2/Syk/Ift57/Slc11a2/Rest/Nlrp1b/Gsn/Stat3/Casp1/Hip1/Bak1/Epha4/Pycard/Aifm1/Vsir/Lyn/Cyfip2",32
"BP","GO:1901222","regulation of NIK/NF-kappaB signaling","24/2359","101/23210",5.83880054098316e-05,0.000483166768288235,0.000301894689522202,"Edn1/Malt1/Tnf/Nod1/Birc3/Il1b/Trem2/Tnfsf15/Zc3h12a/Havcr2/Traf2/Nod2/Tlr1/Nfat5/Tlr3/Pdcd4/Glrx/Ptpn22/Litaf/Eif2ak2/Traf6/Ikbkg/Rassf2/Birc2",24
"BP","GO:1901215","negative regulation of neuron death","45/2359","244/23210",5.87911180789955e-05,0.000485834294454996,0.000303561426634027,"Ccl5/Il6/Sod2/Jak2/Slc7a11/Tnfrsf1b/Mef2c/Adora2a/Cebpb/Csf1/Kif14/Ccl12/Birc5/Kdr/Kdm2b/Hmox1/Stxbp1/Npm1/Nr4a3/Lrp1/Rest/Cacna1a/Atf4/Atp7a/Il10/Nr4a2/Six1/Hif1a/Csf3/Stat3/Cd200r1/Hsph1/Clcf1/Cd200/Chmp4b/Ptk2b/Draxin/Nes/Vegfb/Neo1/Msh2/Gclm/Psen1/Prkn/Mecp2",45
"BP","GO:0043433","negative regulation of DNA-binding transcription factor activity","33/2359","160/23210",6.01831748232362e-05,0.000496435901977696,0.000310185576351196,"Acod1/Nfkbia/Gas6/Nupr1/Tnfsf4/Parp10/Tnfaip3/Peli1/Zc3h12a/Irak3/Havcr2/Nfkbib/Irak2/Ddit3/Nod2/Psmd10/Pim1/Hmox1/Trim21/Tax1bp1/Rpl11/Trim37/Ccdc22/Id2/Tacc3/Cd200/Cmklr1/Bhlhe40/Ptch1/Pycard/Dab2ip/Keap1/Pias4",33
"BP","GO:0014009","glial cell proliferation","16/2359","54/23210",6.03215831691649e-05,0.000496435901977696,0.000310185576351196,"Il6/Tnf/Fas/Il1b/Trem2/Csf1/Myc/Tspo/Dicer1/Idh2/Lta/Etv5/Ppp1cc/Dbi/Notch1/Lyn",16
"BP","GO:0043030","regulation of macrophage activation","16/2359","54/23210",6.03215831691649e-05,0.000496435901977696,0.000310185576351196,"Slc7a2/Nr1h3/Cst7/Thbs1/Trem2/Havcr2/Pparg/Lgals9/Ulbp1/Il4ra/Il1rl1/Ctsc/Il10/Cebpa/Stap1/Cd200",16
