"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0043535","regulation of blood vessel endothelial cell migration","19/2780","90/23210",0.00943695889386631,0.0323925878688952,0.0198841090545075,"Ptgs2/Rhoj/Cd40/Mef2c/Kdr/Thbs1/Fgfr1/Anxa1/Pparg/Hdac7/P2rx4/Hmox1/Hif1a/Pdgfb/Mecp2/Acvrl1/Notch1/Vegfa/Akt1",19
"BP","GO:0021987","cerebral cortex development","22/2780","109/23210",0.00945290995762979,0.0324107386533736,0.0198952508681673,"Aspm/Kif14/Fut10/Fgfr1/Bbs4/Nde1/Tacc3/Cx3cr1/Sun2/P2ry12/Hif1a/Ptprs/Zbtb18/Dicer1/Psen1/Rtn4/Mcph1/Mboat7/Cul5/Tra2b/Lrp6/Tacc2",22
"BP","GO:0032092","positive regulation of protein binding","22/2780","109/23210",0.00945290995762979,0.0324107386533736,0.0198952508681673,"Rapgef2/Traf2/Mef2c/Ticam1/Lrp1/Plcl2/Dtx3l/Lfng/Arhgef7/Csf3/Ran/Psen1/Mfng/Tmem173/Rpl11/Mapre3/Fkbp1a/Park7/Agrn/Crbn/Bambi/Pin1",22
"BP","GO:0002762","negative regulation of myeloid leukocyte differentiation","12/2780","48/23210",0.00951766879891936,0.0325044430497926,0.019952771077569,"Tmem178/Myc/Clec2d/Nme1/Fstl3/C1qc/Cdk6/Nme2/Tjp2/Gpr55/Pik3r1/Lyn",12
"BP","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","12/2780","48/23210",0.00951766879891936,0.0325044430497926,0.019952771077569,"Itga5/Cadm1/L1cam/Itgal/Lgals9/Nectin4/Itga4/Pvr/Alcam/Amigo1/Nectin1/Lgals1",12
"BP","GO:0043489","RNA stabilization","12/2780","48/23210",0.00951766879891936,0.0325044430497926,0.019952771077569,"Tent4a/Tent5c/Dhx9/Syncrip/Parn/Hnrnpa0/Zfp36/Myd88/Dicer1/Vegfa/Thrap3/Ybx1",12
"BP","GO:0043550","regulation of lipid kinase activity","12/2780","48/23210",0.00951766879891936,0.0325044430497926,0.019952771077569,"Fgr/Nod2/Ptk2b/Vav2/Pdgfb/Rbl1/Src/Vav3/Pik3r1/Dgkz/Lyn/Pik3r5",12
"BP","GO:0044848","biological phase","12/2780","48/23210",0.00951766879891936,0.0325044430497926,0.019952771077569,"Ptgs2/Ttk/Cdc20/Psen2/Mlh1/Chek2/Myo5a/Cdk6/Psen1/Terf1/Notch1/Akt1",12
"BP","GO:0051653","spindle localization","12/2780","48/23210",0.00951766879891936,0.0325044430497926,0.019952771077569,"Plk1/Aspm/Nusap1/Spag5/Ndc80/Mad2l1/Nde1/Cenpa/Mcph1/Misp/Eya1/Llgl1",12
"BP","GO:0090342","regulation of cell aging","12/2780","48/23210",0.00951766879891936,0.0325044430497926,0.019952771077569,"Arg2/Fbxo5/Suv39h1/Lmna/Bcl6/Prkdc/Rbl1/H2-M3/Rsl1d1/Cdk6/Nampt/Eef1e1",12
"BP","GO:0031667","response to nutrient levels","60/2780","371/23210",0.00952447826798954,0.032509434806911,0.0199558352551925,"Sod2/Clic5/Sesn1/Fas/Zc3h12a/Gas6/Stat1/Pim1/Adrb2/Bbs4/Sik1/Arsb/Il1b/Pparg/Sell/Eif2a/Fads1/Gatm/Pemt/Snw1/Atf3/Casp1/Ddit3/Comt/Bcl2/Atg5/Gdf15/P2rx4/P2ry12/Asns/Tbc1d5/Tbl1xr1/Slc2a1/Rptor/Lpl/Tmem135/Ssh1/Zfp36/Ulk1/Amigo1/Plcg2/Atp5g1/Map1lc3a/Impact/Lars/Ulk2/Cpeb4/Klf10/Nuak2/BC048403/Plec/Folr1/Rmi1/Kank2/Lrp6/Stk26/Acadm/F7/Akt1/Rrp8",60
"BP","GO:0048284","organelle fusion","24/2780","122/23210",0.00955969795643901,0.0326113377537557,0.0200183881242698,"Rab20/Slamf1/Stx11/Anxa1/Cav2/Rab34/Vat1/Mfn1/Vamp7/Miga1/Mul1/Bak1/Vav3/Tbc1d4/Opa1/Stx8/Stx6/C2cd5/Fis1/Vti1a/Bnip3/Stxbp6/Gosr2/Vps16",24
"BP","GO:0007163","establishment or maintenance of cell polarity","38/2780","216/23210",0.00963640971407433,0.0328545903824217,0.0201677081420394,"Plk1/Rhoj/Kif2c/Rhov/Kif20b/Spag5/Ndc80/Rnd1/Mad2l1/Lmna/Rnd3/Slc9a3r1/Nde1/Cyth1/Frmd4a/Cenpa/Fscn1/Ptk2b/Rhou/Cyth3/Wee1/Rhoh/Pdzd11/Mcph1/Misp/Ripor2/Eya1/Gja1/Gsn/Pak1/Ctnna1/Lin7c/Ezr/Pard6a/Llgl1/Rnd2/Clasp2/Wnt11",38
"BP","GO:0034103","regulation of tissue remodeling","18/2780","84/23210",0.00970020365213387,0.0330350352948581,0.020278473800274,"Cd38/Il6/Fcgr4/Tfrc/Tmem64/Rock2/S1pr1/Il18/Trf/Pml/Syk/Dcstamp/Ppargc1b/Vegfa/Gja1/Lrp6/Suco/Flt4",18
"BP","GO:0060420","regulation of heart growth","18/2780","84/23210",0.00970020365213387,0.0330350352948581,0.020278473800274,"Rgs2/Mef2c/Cdk1/Ccnb1/Pim1/Fgfr1/Edn1/Tgfbr1/Jarid2/Slc25a4/Dusp6/Notch1/Cited2/Fdps/Gja1/Pak1/Hdac2/Pin1",18
"BP","GO:0006383","transcription by RNA polymerase III","10/2780","37/23210",0.00984629098293369,0.0335137754116763,0.0205723472237284,"Prdx5/Crcp/Ell/Rptor/Polr3g/Brf1/Tbpl1/Polr3h/Ice1/Ice2",10
"BP","GO:0043255","regulation of carbohydrate biosynthetic process","21/2780","103/23210",0.00985722396236371,0.033532212908343,0.0205836650349479,"Il6/Ddb1/Sik1/Dgat2/C1qtnf12/Ptk2b/Wdr5/P2ry1/Slc35b4/Hif1a/Pdgfb/Enpp1/Fam3a/Ppp4r3b/Pask/Dyrk2/Ptafr/Nr1d1/Acadm/Fam3c/Akt1",21
"BP","GO:0001914","regulation of T cell mediated cytotoxicity","13/2780","54/23210",0.009892119352277,0.0335945215321184,0.0206219130278283,"H2-T10/H2-M2/H2-Q4/H2-T24/Nectin2/Pnp/H2-T23/Il12a/Pvr/H2-M3/Il12b/H2-Q1/H2-Q10",13
"BP","GO:0050922","negative regulation of chemotaxis","13/2780","54/23210",0.009892119352277,0.0335945215321184,0.0206219130278283,"St6gal1/Ccl12/Gpr18/Thbs1/C5ar2/Stap1/Padi2/Slamf8/Dusp3/Notch1/Sema6b/Coro1b/Dusp1",13
"BP","GO:0051931","regulation of sensory perception","13/2780","54/23210",0.009892119352277,0.0335945215321184,0.0206219130278283,"Fcgr4/Adrb2/Fgfr1/Il10/Edn1/Il1a/Tlr4/Comt/Acpp/Rtn4/Fabp5/Ptafr/Cckbr",13
"BP","GO:0046785","microtubule polymerization","17/2780","78/23210",0.00991543428134683,0.0336548994954257,0.0206589758896086,"Met/Stmn1/Fbxo5/Inpp5j/Sgk1/Nde1/Map7d3/Mecp2/Tbcd/Terf1/Drg1/Cep192/Mapre3/Pak1/Mzt1/Tubgcp2/Clasp2",17
"BP","GO:0097755","positive regulation of blood vessel diameter","16/2780","72/23210",0.0100658727818868,0.034146451250608,0.0209607137052329,"Sod2/Adora2a/Rgs2/Adora2b/Gch1/Kdr/Adrb2/Ptprm/Atg5/P2rx4/Hif1a/Tnf/Adm/Gja1/Klk1b1/Ptafr",16
"BP","GO:0046850","regulation of bone remodeling","14/2780","60/23210",0.0100833613101907,0.0341867001699104,0.0209854204036904,"Cd38/Il6/Fcgr4/Tfrc/Tmem64/S1pr1/Trf/Syk/Dcstamp/Ppargc1b/Vegfa/Gja1/Lrp6/Suco",14
"BP","GO:0046879","hormone secretion","59/2780","365/23210",0.010174002594706,0.0344747835971114,0.021162259695026,"Nos2/Ccl5/Cd38/Il6/Adora2a/Ptgs1/Il1rn/Jak2/Hadh/Stxbp3/Clcf1/Lrp1/Fgfr1/Inhba/Anxa1/Rab11fip1/Pde3b/Cacna1d/Oxct1/Birc5/Edn1/Slc8b1/Il1b/Selenom/Pparg/Ica1/Hcar2/Pim3/Rest/C1qtnf12/Osm/Nlgn2/Glrx/P2ry1/Kdm5b/Ensa/Gipr/Myo5a/Lrp5/Hif1a/Arhgef7/Tnf/Dab2/Rptor/Serp1/Adm/Vamp7/Cacna1a/Htr1a/Prkce/Gja1/Pask/Cckbr/Nr1d1/Raf1/Npvf/Klf7/Park7/Lyn",59
"BP","GO:0008064","regulation of actin polymerization or depolymerization","32/2780","176/23210",0.0103748149942281,0.0351356547910376,0.0215679338246818,"Cdc42ep3/Cdc42ep2/Abi2/Add3/Whamm/Arhgap18/Baiap2/Bbs4/Cit/Icam1/Prex1/Ptk2b/Hcls1/Ap1ar/Jmy/Abitram/Csf3/Nck2/Swap70/Snx9/Pecam1/Dbnl/Trim27/Prkce/Eps8/Grb2/Gsn/Vasp/Tmod1/Coro1b/Plekhg2/Rdx",32
"BP","GO:0006694","steroid biosynthetic process","29/2780","156/23210",0.0105326454179678,0.0356503070689456,0.0218838518384104,"Sqle/Adora2b/Stard4/Tspo/Lbr/Cyp27a1/Cyp51/Scap/Dhcr24/Il1a/Il1b/Atp1a1/Rest/Sc5d/Stard3/Dhcr7/Tnf/Dab2/Msmo1/Por/Hsd17b7/Fdft1/H2-Ke6/Igfbp7/Fdps/Erg28/Nr1d1/Erlin2/Amacr",29
"BP","GO:0046683","response to organophosphorus","19/2780","91/23210",0.0106224183764708,0.0359341576575213,0.0220580928123416,"Rapgef2/Lpar1/Stat1/Pkd2/Mat2a/Il1b/Sell/Per1/Casp1/P2rx4/P2ry12/Cdk2/Ssh1/Plcg2/Zfp36l1/Pik3r1/Ezr/Junb/Pde2a",19
"BP","GO:0009914","hormone transport","60/2780","373/23210",0.0106287607258121,0.035935615379428,0.0220589876312884,"Nos2/Ccl5/Cd38/Il6/Adora2a/Ptgs1/Il1rn/Jak2/Abcb1a/Hadh/Stxbp3/Clcf1/Lrp1/Fgfr1/Inhba/Anxa1/Rab11fip1/Pde3b/Cacna1d/Oxct1/Birc5/Edn1/Slc8b1/Il1b/Selenom/Pparg/Ica1/Hcar2/Pim3/Rest/C1qtnf12/Osm/Nlgn2/Glrx/P2ry1/Kdm5b/Ensa/Gipr/Myo5a/Lrp5/Hif1a/Arhgef7/Tnf/Dab2/Rptor/Serp1/Adm/Vamp7/Cacna1a/Htr1a/Prkce/Gja1/Pask/Cckbr/Nr1d1/Raf1/Npvf/Klf7/Park7/Lyn",60
"BP","GO:0031670","cellular response to nutrient","11/2780","43/23210",0.0107107394094138,0.0360204107929659,0.0221110390838286,"Gas6/Pim1/Snw1/P2rx4/P2ry12/Lpl/Ssh1/Amigo1/Atp5g1/Folr1/Kank2",11
"BP","GO:0042307","positive regulation of protein import into nucleus","11/2780","43/23210",0.0107107394094138,0.0360204107929659,0.0221110390838286,"Ptgs2/Ect2/Zc3h12a/Ipo5/Hcls1/Ptpn22/Ran/Psen1/Tpr/Pik3r1/Trim28",11
"BP","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","11/2780","43/23210",0.0107107394094138,0.0360204107929659,0.0221110390838286,"Nupr1/Bcl3/Ifi204/Brca2/Pml/Tmem109/Snw1/Chek2/Cd44/Shisa5/Dyrk2",11
"BP","GO:0051293","establishment of spindle localization","11/2780","43/23210",0.0107107394094138,0.0360204107929659,0.0221110390838286,"Plk1/Nusap1/Spag5/Ndc80/Mad2l1/Nde1/Cenpa/Mcph1/Misp/Eya1/Llgl1",11
"BP","GO:0070232","regulation of T cell apoptotic process","11/2780","43/23210",0.0107107394094138,0.0360204107929659,0.0221110390838286,"Ccl5/Arg2/Cd274/Pnp/Tnfsf4/Serpinb9/Hif1a/Vhl/Siglec1/Blm/Tsc22d3",11
"BP","GO:1901031","regulation of response to reactive oxygen species","11/2780","43/23210",0.0107107394094138,0.0360204107929659,0.0221110390838286,"Met/Sesn1/Gch1/Hgf/Il10/Glrx/Nr4a3/Tnf/Cd36/Stk26/Park7",11
"BP","GO:0002446","neutrophil mediated immunity","9/2780","32/23210",0.0107190200895666,0.0360204107929659,0.0221110390838286,"Stx11/Dnase1l3/Syk/Arg1/Anxa3/Trem3/Vamp7/Cxcl5/Ptafr",9
"BP","GO:0032212","positive regulation of telomere maintenance via telomerase","9/2780","32/23210",0.0107190200895666,0.0360204107929659,0.0221110390838286,"Nek2/Aurkb/Cct2/Cct5/Cct4/Pnkp/Atm/Parn/Atr",9
"BP","GO:0034661","ncRNA catabolic process","9/2780","32/23210",0.0107190200895666,0.0360204107929659,0.0221110390838286,"Slfn8/Zc3h12a/Exosc8/Exosc5/Dis3/Parn/Dicer1/Exosc7/Lin28b",9
"BP","GO:0045672","positive regulation of osteoclast differentiation","9/2780","32/23210",0.0107190200895666,0.0360204107929659,0.0221110390838286,"Ccl5/Tmem64/Trem2/Tnf/Fos/Csf1/Ppargc1b/Klf10/Il12b",9
"BP","GO:2000191","regulation of fatty acid transport","9/2780","32/23210",0.0107190200895666,0.0360204107929659,0.0221110390838286,"Fabp3/Hrh2/Thbs1/Edn1/P2ry2/Syk/Il1a/Il1b/Akt1",9
"BP","GO:0042692","muscle cell differentiation","63/2780","395/23210",0.0108099795512553,0.0363060031447962,0.0222863492347776,"Cxcl9/Cxcl10/Mmp14/Sod2/Met/Ccl8/Lox/Il1f9/Rgs2/Il4ra/Mef2c/Adra1a/Cd9/Daxx/Hacd1/Tdgf1/Ifrd1/Lmna/Edn1/Sik1/Smad6/Asf1a/Pdcd4/Camk1/Kdm6b/Cav2/Maml1/Slc25a4/Casp1/Bcl2/Atg5/Gdf15/Pbrm1/Cflar/Adm/Pdgfb/Mecp2/Smarca2/Ehd1/Syne1/Itga8/Bcl9/Dicer1/Ezh2/Notch1/Myog/Fdps/Mef2a/Ripor2/Vegfa/Smyd3/Capn2/Naca/Tmod1/Pak1/Acadm/Ybx1/Tmtc3/Eif5a/Akt1/Hdac2/H3f3a/Pin1",63
"BP","GO:0014910","regulation of smooth muscle cell migration","18/2780","85/23210",0.0109639031819828,0.0368026324921443,0.0225912039176547,"Ccl5/Lpar1/Mef2c/Myc/Il18/Lrp1/P2ry2/Plau/Bcl2/Myo5a/Nr4a3/Pdgfb/Atp7a/Ssh1/Src/Serpine1/Coro1b/Pak1",18
"BP","GO:0016197","endosomal transport","36/2780","204/23210",0.0109745468240447,0.0368180298804457,0.022600655565957,"Ric1/Fcgr2b/Snx18/Arl4c/Cln5/Vps37c/Tmcc1/Micall2/Tbc1d10a/Ap1s2/Heatr5a/Alms1/Dennd2a/Tbc1d5/Tmem87a/Snx8/Ehd1/Snx9/Chmp2a/Vps37b/Rab6b/Trim27/Snx5/Gcc2/Ccdc22/Washc5/Dennd1a/Stx6/Vps54/Vti1a/Vps36/Gosr2/Bet1l/Vps16/Tbc1d10b/Dpy30",36
"BP","GO:1904892","regulation of STAT cascade","31/2780","170/23210",0.0110408026626909,0.0370035552315113,0.0227145398387387,"Ccl5/Socs3/Il6/Socs1/Jak2/Cd40/Parp14/Parp9/Bcl3/Clcf1/Irf1/Il18/Il10/Il15/Arl2bp/Osm/Ptk2b/Il12a/Hcls1/Tnf/Cd300a/Jak1/Pecam1/Vhl/Elp2/Notch1/Suz12/Cxcl5/Il12b/Hdac2/Lyn",31
"BP","GO:0008277","regulation of G protein-coupled receptor signaling pathway","25/2780","130/23210",0.0110420215808458,0.0370035552315113,0.0227145398387387,"Ccl5/C3/Met/Stmn1/Kctd12b/Rgs18/Rgs2/Rock2/Pde5a/Pde4b/Rgs10/Adrb2/Edn1/Cav2/Ramp1/Acpp/Gipr/Arrdc3/Adm/Gtf2h2/Phb/Grk6/Grk5/Aplp1/Phf24",25
"BP","GO:0009201","ribonucleoside triphosphate biosynthetic process","28/2780","150/23210",0.0111772222285169,0.0372925199193657,0.0228919200897224,"Nupr1/Trem2/Nme3/Slc25a13/Pnp/Myc/Ier3/Ak3/Impdh2/Aldoc/Khk/Atp5g2/Slc2a6/Nme1/Hif1a/Sphk2/Stat3/Hk2/Adpgk/Psen1/Atp5g1/Nme2/Myog/Entpd1/Prkag2/Nme4/Sirt6/Pfkp",28
"BP","GO:0015718","monocarboxylic acid transport","28/2780","150/23210",0.0111772222285169,0.0372925199193657,0.0228919200897224,"Nos2/Acsl1/Fabp3/Slco3a1/Hrh2/Myc/Thbs1/Abcb4/Anxa1/Slc16a6/Edn1/P2ry2/Syk/Slc16a7/Il1a/Il1b/Pparg/Slc9a3r1/Stra6l/Fabp4/Apba1/Abcc3/Cacna1a/Cd36/Slc16a3/Slco2b1/Pak1/Akt1",28
"BP","GO:2000146","negative regulation of cell motility","47/2780","281/23210",0.0111778428161656,0.0372925199193657,0.0228919200897224,"Fas/Il1rn/Timp1/Mef2c/Ccl12/Gpr18/Lrp1/Thbs1/Rabgef1/Ptprm/C5ar2/Pparg/Idh2/Slc9a3r1/Stap1/Srgap3/Padi2/Cx3cr1/Dusp22/Bcl2/Slamf8/Cd200/Ap1ar/Cd300a/Stat3/Pdgfb/Mctp1/Mecp2/Sinhcaf/Acvrl1/Ccdc125/Dusp3/Notch1/Cited2/Serpine1/Ripor2/Il27ra/Gtpbp4/Dcn/Coro1b/Ctnna1/Stk26/Dusp1/Akt1/Clasp2/Wnt11/Pin1",47
"BP","GO:0051480","regulation of cytosolic calcium ion concentration","60/2780","374/23210",0.0112197803927148,0.0372925199193657,0.0228919200897224,"Cd38/Cxcl10/Fpr1/Gpr35/Ccrl2/Jak2/Tmem178/Tmem64/Lpar1/Adra1a/Lpar6/S1pr1/Gpr18/Kdr/Lrp1/Cmklr1/Adrb2/Pkd2/Tgm2/Pml/Gsto1/Edn1/Slc8b1/P2ry2/C5ar2/Il1b/Ptk2b/Ddit3/Cx3cr1/Bcl2/Atg5/P2ry1/P2rx4/Gipr/Ptgir/Myo5a/Adm/Ccr2/Swap70/Gpr157/Cacna1a/Cxcl3/Cd36/Plcg2/Gpr55/Bak1/Prkce/Gja1/Gtf2i/Cul5/Marcksl1/Cckbr/Lrp6/Fkbp1a/Fis1/Agtr1b/Ero1l/Eif5a/Lyn/Mchr1",60
"BP","GO:0000188","inactivation of MAPK activity","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Dusp8/Dusp16/Dusp6/Dusp3/Dusp19/Dusp1",6
"BP","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Npm1/Wdr12/Rpl7/Gtpbp4/Ddx18/Znhit6",6
"BP","GO:0006555","methionine metabolic process","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Mthfd1/Mthfr/Mtap/Mtr/Mri1/Enoph1",6
"BP","GO:0043555","regulation of translation in response to stress","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Ppp1r15a/Pml/Npm1/Ppp1r15b/Nck2/Impact",6
"BP","GO:0048291","isotype switching to IgG isotypes","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Cd28/Cd40/Mlh1/Hspd1/Pms2/Il27ra",6
"BP","GO:0061158","3'-UTR-mediated mRNA destabilization","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Zc3h12a/Mov10/Plekhn1/Zc3h12d/Zfp36/Zfp36l1",6
"BP","GO:0071360","cellular response to exogenous dsRNA","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Ddx58/Ifih1/Tlr3/Dhx9/Tmem173/Mul1",6
"BP","GO:0090195","chemokine secretion","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Il4ra/Il1rl1/Lrp1/Mcoln2/Tnf/Lpl",6
"BP","GO:1902713","regulation of interferon-gamma secretion","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Rasgrp1/Slamf1/Zc3h12a/Lgals9/Arid5a/Ptpn22",6
"BP","GO:2000001","regulation of DNA damage checkpoint","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Etaa1/Wdr76/Chek2/Rpa2/Rfwd3/Thoc1",6
"BP","GO:2000257","regulation of protein activation cascade","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"C3/Cfh/C1qbp/Il1b/Phb/Susd4",6
"BP","GO:2001028","positive regulation of endothelial cell chemotaxis","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Met/Kdr/Fgfr1/P2rx4/Pdgfb/Vegfa",6
"BP","GO:2001170","negative regulation of ATP biosynthetic process","6/2780","17/23210",0.011247902069805,0.0372925199193657,0.0228919200897224,"Nupr1/Ier3/Stat3/Myog/Entpd1/Sirt6",6
"BP","GO:0032890","regulation of organic acid transport","17/2780","79/23210",0.0112605116222558,0.0372925199193657,0.0228919200897224,"Fabp3/Adora2a/Rgs2/Il1rn/Arg2/Hrh2/Thbs1/Edn1/P2ry2/Syk/Il1a/Il1b/Sept2/Tnf/Arg1/Psen1/Akt1",17
"BP","GO:0038034","signal transduction in absence of ligand","17/2780","79/23210",0.0112605116222558,0.0372925199193657,0.0228919200897224,"Lcn2/Fas/Bcl2a1d/Bcl2a1a/Fgfr1/Inhba/Il1a/Il1b/Cx3cr1/Bcl2/Tnf/Bak1/Eya1/Ctnna1/Ppp2r1b/Kitl/Mcl1",17
"BP","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","17/2780","79/23210",0.0112605116222558,0.0372925199193657,0.0228919200897224,"Lcn2/Fas/Bcl2a1d/Bcl2a1a/Fgfr1/Inhba/Il1a/Il1b/Cx3cr1/Bcl2/Tnf/Bak1/Eya1/Ctnna1/Ppp2r1b/Kitl/Mcl1",17
"BP","GO:0048599","oocyte development","12/2780","49/23210",0.0112632121355413,0.0372925199193657,0.0228919200897224,"Fbxo5/Pde5a/Ccnb1/Aurka/Brca2/Trip13/Ptk2b/Bcl2/Atm/Rps6ka2/Cdc25b/Washc5",12
"BP","GO:0061912","selective autophagy","12/2780","49/23210",0.0112632121355413,0.0372925199193657,0.0228919200897224,"Nod1/Adrb2/Nod2/Vps13c/Smurf1/Lgals8/Atg5/Tbk1/Ulk1/Tmem173/Sqstm1/Lrsam1",12
"BP","GO:0033014","tetrapyrrole biosynthetic process","8/2780","27/23210",0.0114108962594585,0.0376175913021954,0.0230914643451196,"Slc11a2/Fxn/Alas1/Atpif1/Abcb6/Cpox/Mmachc/Snx3",8
"BP","GO:0039694","viral RNA genome replication","8/2780","27/23210",0.0114108962594585,0.0376175913021954,0.0230914643451196,"Rock2/Top2a/Morc2a/Atg5/Fmr1/Setdb1/Aicda/Trim28",8
"BP","GO:0044342","type B pancreatic cell proliferation","8/2780","27/23210",0.0114108962594585,0.0376175913021954,0.0230914643451196,"Nupr1/Igfbp4/Tcf19/Birc5/Adk/Nr4a3/Serpinb1a/Nr1d1",8
"BP","GO:0045408","regulation of interleukin-6 biosynthetic process","8/2780","27/23210",0.0114108962594585,0.0376175913021954,0.0230914643451196,"Cebpb/Tlr1/Syk/Tlr4/Il1b/Tnf/Stat3/Ptafr",8
"BP","GO:0045780","positive regulation of bone resorption","8/2780","27/23210",0.0114108962594585,0.0376175913021954,0.0230914643451196,"Fcgr4/Tfrc/Tmem64/Trf/Syk/Dcstamp/Ppargc1b/Lrp6",8
"BP","GO:0046852","positive regulation of bone remodeling","8/2780","27/23210",0.0114108962594585,0.0376175913021954,0.0230914643451196,"Fcgr4/Tfrc/Tmem64/Trf/Syk/Dcstamp/Ppargc1b/Lrp6",8
"BP","GO:0050901","leukocyte tethering or rolling","8/2780","27/23210",0.0114108962594585,0.0376175913021954,0.0230914643451196,"Gcnt1/Sell/Itga4/Cx3cr1/Tnf/Ccr2/Spn/Ptafr",8
"BP","GO:0051560","mitochondrial calcium ion homeostasis","8/2780","27/23210",0.0114108962594585,0.0376175913021954,0.0230914643451196,"1600014C10Rik/Tgm2/Slc8b1/Slc25a23/Prkce/Fis1/Bnip3/Slc25a27",8
"BP","GO:0007006","mitochondrial membrane organization","20/2780","98/23210",0.0114663474395857,0.0377799057372581,0.0231911006551597,"Myc/Agk/Ier3/Slc25a4/Bcl2/Cox18/Atpif1/Stat3/Mfn1/Hk2/Apool/Cnp/Dnajc11/Mul1/Bak1/Opa1/Ppif/Bnip3/Tomm20/Gclc",20
"BP","GO:0033135","regulation of peptidyl-serine phosphorylation","29/2780","157/23210",0.0114802036508754,0.0377912442195786,0.0231980607541764,"Ptgs2/Met/Il6/Irgm2/Gas6/Ppp1r15a/Hgf/Inpp5j/Trim6/Plcl2/Camk1/Osm/Hcls1/Bcl2/Fnip2/Cd44/Tnf/Rptor/Csf3/Nck2/Bak1/Vegfa/Tcl1b4/Smyd3/Gpd1l/Pak1/Raf1/Park7/Akt1",29
"BP","GO:0050810","regulation of steroid biosynthetic process","16/2780","73/23210",0.0114946554633987,0.0377912442195786,0.0231980607541764,"Adora2b/Stard4/Tspo/Scap/Il1a/Il1b/Atp1a1/Rest/Dhcr7/Tnf/Dab2/Por/Igfbp7/Fdps/Nr1d1/Erlin2",16
"BP","GO:0051155","positive regulation of striated muscle cell differentiation","16/2780","73/23210",0.0114946554633987,0.0377912442195786,0.0231980607541764,"Cxcl9/Mmp14/Ccl8/Il4ra/Mef2c/Edn1/Maml1/Slc25a4/Bcl2/Gdf15/Ehd1/Myog/Fdps/Ripor2/Capn2/Pin1",16
"BP","GO:0051851","modification by host of symbiont morphology or physiology","16/2780","73/23210",0.0114946554633987,0.0377912442195786,0.0231980607541764,"Ccl5/Zc3h12a/Nucks1/Napepld/Rest/Cav2/Snw1/Igf2r/Arg1/Trem3/Smc3/Tbc1d20/Ccl4/Zfp72/Fmr1/Cxcl5",16
"BP","GO:0035306","positive regulation of dephosphorylation","13/2780","55/23210",0.011568271485741,0.0379921784774823,0.0233214037458853,"Jak2/Mef2c/Ppp1r15a/Vrk3/Ppp1r15b/Cdca2/Rpl5/Cd300a/Src/Ppargc1b/Slc39a10/Pin1/Ptpa",13
"BP","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","13/2780","55/23210",0.011568271485741,0.0379921784774823,0.0233214037458853,"Socs3/Socs1/Zfyve28/Parp14/Psen2/Irf1/Il18/Dusp22/Cd300a/Pecam1/Psen1/Suz12/Mvp",13
"BP","GO:0071901","negative regulation of protein serine/threonine kinase activity","22/2780","111/23210",0.0116696089681247,0.0382507939514089,0.0234801542077981,"Plk1/Rgs2/Tnfaip3/Dusp8/Irak3/Hhex/Casp3/Ptpn1/Il1b/Prkar2a/Dusp16/Lrp5/Cd300a/Ptpn22/Cdkn2c/Dusp6/Dusp3/Dusp19/Lrp6/Hexim1/Dusp1/Lyn",22
"BP","GO:0009110","vitamin biosynthetic process","7/2780","22/23210",0.0117099403756493,0.0382507939514089,0.0234801542077981,"Cyp27a1/Vkorc1/Gsto1/Il1b/Tnf/Mmachc/Pdxk",7
"BP","GO:0030204","chondroitin sulfate metabolic process","7/2780","22/23210",0.0117099403756493,0.0382507939514089,0.0234801542077981,"Mamdc2/Chst3/Xylt1/Chst11/Chpf/Ugdh/Dcn",7
"BP","GO:0032616","interleukin-13 production","7/2780","22/23210",0.0117099403756493,0.0382507939514089,0.0234801542077981,"Arg2/Il18/Tnfsf4/Tlr4/Il17ra/H2-T23/Sphk2",7
"BP","GO:0032897","negative regulation of viral transcription","7/2780","22/23210",0.0117099403756493,0.0382507939514089,0.0234801542077981,"Ccl5/Rest/Trim21/Zfp36/Ccl4/Trim27/Trim14",7
